Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
1209,Halifax,County,Nova Scotia,12,3.7,0,      One lone-parent census family,13655,14895,42014,50112,19.3,38723,45573,17.7
1209,Halifax,County,Nova Scotia,12,3.7,0,    Other census-family households,7845,8750,93723,105632,12.7,82533,92188,11.7
1209,Halifax,County,Nova Scotia,12,3.7,0,  Non-census-family households,51875,62165,35553,39229,10.3,31117,34243,10
1210,Colchester,County,Nova Scotia,12,3.8,0,Total – Household type including census family structure,20860,22230,50641,55371,9.3,45061,49022,8.8
1210,Colchester,County,Nova Scotia,12,3.8,0,  Census-family households,14685,14805,62160,71818,15.5,54758,62639,14.4
1210,Colchester,County,Nova Scotia,12,3.8,0,    Households consisting of only one census family without additional persons,13745,13830,61976,70567,13.9,54296,61571,13.4
1210,Colchester,County,Nova Scotia,12,3.8,0,"      One couple, with or without children in their census family",11905,11775,66824,76284,14.2,57788,65978,14.2
1210,Colchester,County,Nova Scotia,12,3.8,0,"        One couple, without children in their census family",6100,6920,56261,65676,16.7,49540,57502,16.1
1210,Colchester,County,Nova Scotia,12,3.8,0,"        One couple, with children in their census family",5810,4850,77696,95440,22.8,66070,80689,22.1
1210,Colchester,County,Nova Scotia,12,3.8,0,      One lone-parent census family,1840,2055,35336,41856,18.5,33401,39133,17.2
1210,Colchester,County,Nova Scotia,12,3.8,0,    Other census-family households,940,980,66692,87040,30.5,61564,77239,25.5
1210,Colchester,County,Nova Scotia,12,3.8,0,  Non-census-family households,6170,7420,27044,29495,9.1,24252,26980,11.2
1211,Cumberland,County,Nova Scotia,12,4.5,0,Total – Household type including census family structure,13600,13615,45493,49883,9.6,41118,45168,9.8
1211,Cumberland,County,Nova Scotia,12,4.5,0,  Census-family households,9450,8955,57114,64569,13.1,50158,57662,15
1211,Cumberland,County,Nova Scotia,12,4.5,0,    Households consisting of only one census family without additional persons,8815,8430,55697,63726,14.4,48882,56621,15.8
1211,Cumberland,County,Nova Scotia,12,4.5,0,"      One couple, with or without children in their census family",7575,7150,59389,68779,15.8,52057,60539,16.3
1211,Cumberland,County,Nova Scotia,12,4.5,0,"        One couple, without children in their census family",4335,4570,52704,60800,15.4,46278,54272,17.3
1211,Cumberland,County,Nova Scotia,12,4.5,0,"        One couple, with children in their census family",3240,2580,72263,87232,20.7,62609,75456,20.5
1211,Cumberland,County,Nova Scotia,12,4.5,0,      One lone-parent census family,1240,1280,36296,40624,11.9,33719,38800,15.1
1211,Cumberland,County,Nova Scotia,12,4.5,0,    Other census-family households,630,525,67863,81280,19.8,61327,73664,20.1
1211,Cumberland,County,Nova Scotia,12,4.5,0,  Non-census-family households,4150,4655,23558,26381,12,22468,24608,9.5
1212,Pictou,County,Nova Scotia,12,4,0,Total – Household type including census family structure,19290,19305,51411,56066,9.1,45011,49544,10.1
1212,Pictou,County,Nova Scotia,12,4,0,  Census-family households,13580,12845,64227,73015,13.7,55860,63511,13.7
1212,Pictou,County,Nova Scotia,12,4,0,    Households consisting of only one census family without additional persons,12525,12045,63748,71731,12.5,55025,62363,13.3
1212,Pictou,County,Nova Scotia,12,4,0,"      One couple, with or without children in their census family",10645,10080,69141,79067,14.4,59030,67945,15.1
1212,Pictou,County,Nova Scotia,12,4,0,"        One couple, without children in their census family",5485,5900,60045,67654,12.7,51616,58958,14.2
1212,Pictou,County,Nova Scotia,12,4,0,"        One couple, with children in their census family",5160,4175,79471,98528,24,67510,83272,23.3
1212,Pictou,County,Nova Scotia,12,4,0,      One lone-parent census family,1885,1965,36060,42096,16.7,35125,39770,13.2
1212,Pictou,County,Nova Scotia,12,4,0,    Other census-family households,1050,800,70599,89344,26.6,65468,80282,22.6
1212,Pictou,County,Nova Scotia,12,4,0,  Non-census-family households,5710,6465,23858,29020,21.6,22552,26548,17.7
1213,Guysborough,County,Nova Scotia,12,5.6,0,Total – Household type including census family structure,3885,3550,41294,49253,19.3,38559,44978,16.6
1213,Guysborough,County,Nova Scotia,12,5.6,0,  Census-family households,2790,2390,52028,65883,26.6,46289,58098,25.5
1213,Guysborough,County,Nova Scotia,12,5.6,0,    Households consisting of only one census family without additional persons,2620,2255,49372,64960,31.6,44161,57344,29.9
1213,Guysborough,County,Nova Scotia,12,5.6,0,"      One couple, with or without children in their census family",2240,1980,54027,68331,26.5,47111,60361,28.1
1213,Guysborough,County,Nova Scotia,12,5.6,0,"        One couple, without children in their census family",1300,1350,43617,58240,33.5,40713,52527,29
1213,Guysborough,County,Nova Scotia,12,5.6,0,"        One couple, with children in their census family",945,630,68268,95616,40.1,59273,80448,35.7
1213,Guysborough,County,Nova Scotia,12,5.6,0,      One lone-parent census family,380,275,35469,40640,14.6,34259,38464,12.3
1213,Guysborough,County,Nova Scotia,12,5.6,0,    Other census-family households,165,140,62352,79296,27.2,55331,71296,28.9
1213,Guysborough,County,Nova Scotia,12,5.6,0,  Non-census-family households,1100,1160,20674,24171,16.9,20495,23328,13.8
1214,Antigonish,County,Nova Scotia,12,3.9,0,Total – Household type including census family structure,7220,8130,58648,64558,10.1,51132,56192,9.9
1214,Antigonish,County,Nova Scotia,12,3.9,0,  Census-family households,5165,5425,71449,84917,18.8,60981,72224,18.4
1214,Antigonish,County,Nova Scotia,12,3.9,0,    Households consisting of only one census family without additional persons,4780,5100,71148,84224,18.4,60506,71229,17.7
1214,Antigonish,County,Nova Scotia,12,3.9,0,"      One couple, with or without children in their census family",4045,4325,77081,91121,18.2,64772,76442,18
1214,Antigonish,County,Nova Scotia,12,3.9,0,"        One couple, without children in their census family",1735,2290,61076,74426,21.9,53149,63886,20.2
1214,Antigonish,County,Nova Scotia,12,3.9,0,"        One couple, with children in their census family",2315,2040,98350,113335,15.2,81368,93931,15.4
1214,Antigonish,County,Nova Scotia,12,3.9,0,      One lone-parent census family,735,780,37889,46507,22.7,36287,43563,20.1
1214,Antigonish,County,Nova Scotia,12,3.9,0,    Other census-family households,380,320,73675,97792,32.7,68396,86272,26.1
1214,Antigonish,County,Nova Scotia,12,3.9,0,  Non-census-family households,2065,2705,27734,32931,18.7,24840,29605,19.2
1215,Inverness,County,Nova Scotia,12,5.1,0,Total – Household type including census family structure,7485,7350,54054,58432,8.1,47224,51584,9.2
1215,Inverness,County,Nova Scotia,12,5.1,0,  Census-family households,5395,4945,66351,74720,12.6,57938,65408,12.9
1215,Inverness,County,Nova Scotia,12,5.1,0,    Households consisting of only one census family without additional persons,5005,4615,65772,73713,12.1,56758,64174,13.1
1215,Inverness,County,Nova Scotia,12,5.1,0,"      One couple, with or without children in their census family",4320,3935,70270,79552,13.2,59824,68234,14.1
1215,Inverness,County,Nova Scotia,12,5.1,0,"        One couple, without children in their census family",2110,2310,57634,67232,16.7,49877,58931,18.2
1215,Inverness,County,Nova Scotia,12,5.1,0,"        One couple, with children in their census family",2210,1625,83298,103424,24.2,70507,87381,23.9
1215,Inverness,County,Nova Scotia,12,5.1,0,      One lone-parent census family,695,680,41136,43456,5.6,37740,41376,9.6
1215,Inverness,County,Nova Scotia,12,5.1,0,    Other census-family households,390,325,79802,86357,8.2,68894,78592,14.1
1215,Inverness,County,Nova Scotia,12,5.1,0,  Non-census-family households,2090,2410,26945,28659,6.4,24376,26419,8.4
1216,Richmond,County,Nova Scotia,12,4.4,0,Total – Household type including census family structure,3970,3985,47589,53099,11.6,42670,47733,11.9
1216,Richmond,County,Nova Scotia,12,4.4,0,  Census-family households,2875,2710,58188,69218,19,50836,61202,20.4
1216,Richmond,County,Nova Scotia,12,4.4,0,    Households consisting of only one census family without additional persons,2585,2490,55875,67298,20.4,48601,59264,21.9
1216,Richmond,County,Nova Scotia,12,4.4,0,"      One couple, with or without children in their census family",2250,2135,58754,71956,22.5,50889,63232,24.3
1216,Richmond,County,Nova Scotia,12,4.4,0,"        One couple, without children in their census family",1175,1335,48712,61056,25.3,43335,54624,26.1
1216,Richmond,County,Nova Scotia,12,4.4,0,"        One couple, with children in their census family",1070,800,74021,96512,30.4,63340,82176,29.7
1216,Richmond,County,Nova Scotia,12,4.4,0,      One lone-parent census family,335,350,36440,39744,9.1,34526,37984,10
1216,Richmond,County,Nova Scotia,12,4.4,0,    Other census-family households,290,220,75054,90112,20.1,66469,79872,20.2
1216,Richmond,County,Nova Scotia,12,4.4,0,  Non-census-family households,1095,1275,22314,25856,15.9,21212,24832,17.1
1217,Cape Breton,County,Nova Scotia,12,3.9,0,Total – Household type including census family structure,43085,43080,47876,52914,10.5,43222,47624,10.2
1217,Cape Breton,County,Nova Scotia,12,3.9,0,  Census-family households,30300,28215,61087,71467,17,54329,63008,16
1217,Cape Breton,County,Nova Scotia,12,3.9,0,    Households consisting of only one census family without additional persons,27570,25600,59580,69484,16.6,52808,61391,16.3
1217,Cape Breton,County,Nova Scotia,12,3.9,0,"      One couple, with or without children in their census family",21355,19745,67073,80014,19.3,58556,69094,18
1217,Cape Breton,County,Nova Scotia,12,3.9,0,"        One couple, without children in their census family",10235,11175,57963,66756,15.2,50420,58862,16.7
1217,Cape Breton,County,Nova Scotia,12,3.9,0,"        One couple, with children in their census family",11120,8575,78486,101491,29.3,67481,85968,27.4
1217,Cape Breton,County,Nova Scotia,12,3.9,0,      One lone-parent census family,6215,5855,30870,41706,35.1,30003,39593,32
1217,Cape Breton,County,Nova Scotia,12,3.9,0,    Other census-family households,2735,2615,77754,90112,15.9,70653,81455,15.3
1217,Cape Breton,County,Nova Scotia,12,3.9,0,  Non-census-family households,12785,14865,23542,26928,14.4,22015,25195,14.4
1218,Victoria,County,Nova Scotia,12,4.7,0,Total – Household type including census family structure,3100,3100,52177,56794,8.8,46568,50778,9
1218,Victoria,County,Nova Scotia,12,4.7,0,  Census-family households,2215,2060,64350,73421,14.1,56791,64358,13.3
1218,Victoria,County,Nova Scotia,12,4.7,0,    Households consisting of only one census family without additional persons,2065,1905,64022,72755,13.6,56507,63552,12.5
1218,Victoria,County,Nova Scotia,12,4.7,0,"      One couple, with or without children in their census family",1755,1640,68904,77917,13.1,59690,67789,13.6
1218,Victoria,County,Nova Scotia,12,4.7,0,"        One couple, without children in their census family",860,1010,64194,70656,10.1,56453,60864,7.8
1218,Victoria,County,Nova Scotia,12,4.7,0,"        One couple, with children in their census family",895,635,77051,94464,22.6,65824,81152,23.3
1218,Victoria,County,Nova Scotia,12,4.7,0,      One lone-parent census family,305,265,35455,41408,16.8,32848,40149,22.2
1218,Victoria,County,Nova Scotia,12,4.7,0,    Other census-family households,150,160,78165,82688,5.8,68476,73131,6.8
1218,Victoria,County,Nova Scotia,12,4.7,0,  Non-census-family households,880,1040,23968,31184,30.1,22111,28277,27.9
1301,Saint John,County,New Brunswick,13,4.1,0,Total – Household type including census family structure,31810,32855,49896,53387,7,44206,47672,7.8
1301,Saint John,County,New Brunswick,13,4.1,0,  Census-family households,20760,20355,63838,72293,13.2,55759,63695,14.2
1301,Saint John,County,New Brunswick,13,4.1,0,    Households consisting of only one census family without additional persons,19020,18695,62930,70696,12.3,54923,62108,13.1
1301,Saint John,County,New Brunswick,13,4.1,0,"      One couple, with or without children in their census family",15005,14945,72262,80303,11.1,60840,69297,13.9
1301,Saint John,County,New Brunswick,13,4.1,0,"        One couple, without children in their census family",7760,8265,61092,69565,13.9,53198,60911,14.5
1301,Saint John,County,New Brunswick,13,4.1,0,"        One couple, with children in their census family",7245,6680,83445,96167,15.2,71555,81711,14.2
1301,Saint John,County,New Brunswick,13,4.1,0,      One lone-parent census family,4015,3750,33932,38912,14.7,32998,37018,12.2
1301,Saint John,County,New Brunswick,13,4.1,0,    Other census-family households,1745,1660,77425,89710,15.9,69240,79817,15.3
1301,Saint John,County,New Brunswick,13,4.1,0,  Non-census-family households,11045,12500,30108,31573,4.9,27279,28589,4.8
1302,Charlotte,County,New Brunswick,13,3.7,0,Total – Household type including census family structure,11160,11135,48363,55701,15.2,43361,49858,15
1302,Charlotte,County,New Brunswick,13,3.7,0,  Census-family households,7985,7610,60899,70999,16.6,53109,62681,18
1302,Charlotte,County,New Brunswick,13,3.7,0,    Households consisting of only one census family without additional persons,7485,7105,60040,70290,17.1,52285,61735,18.1
